Date,SMB %,HML %,WML %,Rm %,Rf %,Rm-Rf %
20081212,1.42471814,2.03836349,-2.64839854,0.51508844,0.02194917,0.49313927
20081215,0.87623619,0.00257826,-3.1609765,2.67724933,0.02194917,2.65530016
20081216,0.56923229,0.04737649,-1.22356242,2.76961135,0.02194917,2.74766218
20081217,-0.1289925,-0.01617428,3.26354957,-2.46342941,0.02194917,-2.48537858
20081218,-3.16672375,-1.55057325,-1.94348456,3.46410293,0.02194917,3.44215376
20081219,-0.28716564,-0.48973773,-2.01435296,1.03457593,0.02115305,1.01342288
20081222,0.51994174,0.29494749,-0.17754254,-0.58121676,0.02115305,-0.60236981
20081223,-0.19811688,-0.05541802,2.37434529,-2.03089971,0.02115305,-2.05205276
20081224,-0.76683707,0.45462071,1.18135542,-1.19927835,0.02115305,-1.2204314
20081226,0.58220542,-0.08010816,1.39977457,-1.83547544,0.01959417,-1.85506961
20081229,-1.83890436,-1.08484422,-0.88516207,1.76194629,0.01959417,1.74235212
20081230,-0.04621433,-0.52796777,-1.4120247,1.70427004,0.01959417,1.68467587
20081231,1.44111688,1.05811125,-0.34903639,-0.11139197,0.01959417,-0.13098614
20090101,0.43479912,0.73289446,-3.55880255,2.90814958,0.01959417,2.88855541
20090102,0.76202064,0.40765699,-2.07594473,0.80589227,0.01833505,0.78755722
20090105,-1.1528506,-0.83560322,-1.41846632,2.18685551,0.01833505,2.16852046
20090106,-0.07413426,0.03974946,0.30093962,-0.12811763,0.01833505,-0.14645268
20090107,0.31280412,0.58553717,7.77764858,-6.44874737,0.01833505,-6.46708242
20090109,-0.88177719,-0.48401876,3.91555476,-2.1016961,0.01833505,-2.12003115
20090112,1.5884372,0.9084321,0.87282315,-2.76795339,0.01833505,-2.78628844
20090113,-0.22634691,0.40024367,1.77659987,-1.11578581,0.01833505,-1.13412086
20090114,-1.48353164,-0.58318997,-1.29367677,2.71423501,0.01833505,2.69589996
20090115,1.52995271,0.53212593,1.67079309,-2.75545723,0.01833505,-2.77379228
20090116,-2.24923357,-0.7425971,0.82416813,2.26899925,0.0178762,2.25112305
20090119,0.71593758,0.35310232,-0.7159655,0.5377345,0.0178762,0.5198583
20090120,0.79668449,0.57203367,0.48296482,-1.22358865,0.0178762,-1.24146485
20090121,1.38258459,0.69131357,1.9203172,-2.76721526,0.0178762,-2.78509146
20090122,-1.19263149,-0.10612555,2.82871524,-0.54815266,0.0178762,-0.56602886
20090123,0.61135806,-0.06204074,1.3151452,-1.53964984,0.01818216,-1.557832
20090127,-2.47840982,-1.30711399,-0.42043854,2.38390918,0.01818216,2.36572702
20090128,-1.90975988,-1.65100925,-1.36159143,2.63178081,0.01818216,2.61359865
20090129,0.9871691,1.07980321,0.92714137,-0.81309003,0.01818216,-0.83127219
20090130,-1.42939529,-0.53683573,-1.55571967,1.77340495,0.01867884,1.75472611
20090202,2.12082973,2.13633978,2.02194484,-2.85627664,0.01867884,-2.87495548
20090203,-0.41305536,0.0707194,1.35375045,0.09916158,0.01867884,0.08048274
20090204,-0.58929346,0.15324744,-0.33784571,0.35821631,0.01867884,0.33953747
20090205,-0.0748069,-0.06419274,0.10457088,-0.74773572,0.01867884,-0.76641456
20090206,-1.17330896,-0.92971168,-0.80942405,1.90443632,0.01883154,1.88560478
20090209,-1.22660175,-0.92590704,-1.78427305,2.42873291,0.01883154,2.40990137
20090210,0.17110029,0.05804403,-0.34473353,0.44017136,0.01883154,0.42133982
20090211,0.30987501,0.22365612,-0.16226381,-0.10423284,0.01883154,-0.12306438
20090212,1.33777846,1.11680247,-0.06788868,-0.52025546,0.01883154,-0.539087
20090213,-0.77286923,-0.37083687,-0.72041055,1.58476272,0.0171103,1.56765242
20090216,1.49928275,0.85099731,1.42531397,-3.00488378,0.0171103,-3.02199408
20090217,0.82400301,0.56311018,1.78173211,-2.47149849,0.0171103,-2.48860879
20090218,-0.15869104,-0.599013,0.28998511,0.09976241,0.0171103,0.08265211
20090219,-0.43171712,-0.42632424,-0.12769585,0.27486315,0.0171103,0.25775285
20090220,0.54207111,-0.08958857,1.1768187,-1.79590495,0.01852608,-1.81443103
20090224,-0.41351328,-0.59182222,1.03287248,-0.66020414,0.01852608,-0.67873022
20090225,-0.49501278,-0.38813669,-0.10077243,0.78027164,0.01852608,0.76174556
20090226,-0.16011058,-0.93415032,0.0970865,0.33751272,0.01852608,0.31898664
20090227,-0.13961167,0.29997232,-0.03506302,-0.47977174,0.01852608,-0.49829782
20090302,1.40099733,1.02903384,1.26292482,-2.61017365,0.01852608,-2.62869973
20090303,0.32517796,-0.08809688,0.59943912,-1.66913895,0.01852608,-1.68766503
20090304,-0.45043271,-0.51837456,0.17666349,0.43805236,0.01852608,0.41952628
20090305,0.61091068,0.60719587,0.81894755,-2.17974058,0.01852608,-2.19826666
20090306,-1.16634864,-1.18176272,0.96903353,0.74956292,0.01818216,0.73138076
20090309,0.86784683,0.29578358,0.59165254,-1.73124571,0.01818216,-1.74942787
20090312,-1.25448489,-0.51536957,0.08366098,1.20557987,0.01818216,1.18739771
20090313,-2.14394515,-1.12172702,-2.46047598,3.3801507,0.0178762,3.3622745
20090316,-0.78450824,-0.55273248,-2.1030772,2.52874258,0.0178762,2.51086638
20090317,1.14450907,0.33176384,-0.49668339,-0.43320786,0.0178762,-0.45108406
20090318,0.06171878,-0.97532053,-2.43381841,1.42096013,0.0178762,1.40308393
20090319,0.26591573,-0.24951945,0.16119541,0.43815943,0.0178762,0.42028323
20090320,0.7050369,-0.16798542,-0.64241257,-0.28902506,0.01898418,-0.30800924
20090323,-2.84767156,-1.69050181,-1.36515516,3.96941132,0.01898418,3.95042714
20090324,-0.26551118,0.30124239,1.35909536,-0.30845422,0.01898418,-0.3274384
20090325,-1.2567303,-1.11957782,-2.01174332,1.26483775,0.01898418,1.24585357
20090326,-1.88913879,-1.11626578,-0.23492549,2.29085954,0.01928929,2.27157025
20090327,-0.82322205,-0.2283086,-2.71292506,1.28463677,0.01928929,1.26534748
20090330,3.47328699,1.08487948,2.69986248,-3.3802778,0.01928929,-3.39956709
20090331,-0.23382942,-0.73685433,-1.30730425,1.48542319,0.01928929,1.4661339
20090401,1.20108171,0.60506377,-2.57580266,1.53463618,0.01928929,1.51534689
20090402,-1.84239374,-0.72603345,-3.61052029,4.23233424,0.01928929,4.21304495
20090406,1.19053666,1.09547153,-4.46528258,1.79898709,0.01757002,1.78141707
20090408,1.6927688,0.54025864,-2.6931316,2.84450877,0.01757002,2.82693875
20090409,0.56636177,0.81734847,-2.20548294,0.43266418,0.01599714,0.41666704
20090413,1.30650125,1.65612084,-3.33949446,2.33209005,0.01599714,2.31609291
20090415,0.75082133,0.06280256,-4.0548812,3.51322337,0.01599714,3.49722623
20090416,-0.36209145,0.59260191,3.94799253,-3.6467729,0.01599714,-3.66277004
20090417,-0.90474654,-0.24381273,0.6081998,0.66629121,0.01491943,0.65137178
20090420,0.63755687,-0.42825834,-1.2395421,0.53945338,0.01491943,0.52453395
20090421,1.09997207,-0.29707604,-0.09183499,-0.31249621,0.01491943,-0.32741564
20090422,-0.1864112,-0.06714016,1.46147128,-1.0918319,0.01491943,-1.10675133
20090423,-1.74676312,-1.04980926,-0.97922481,2.19623105,0.01491943,2.18131162
20090424,-0.32652859,-0.11237905,-1.41027092,1.52963871,0.01318131,1.5164574
20090427,0.1398839,0.79102361,0.88798604,-0.47007208,0.01318131,-0.48325339
20090428,0.59765207,0.56985632,3.36536416,-3.12501312,0.01318131,-3.13819443
20090429,-1.52464142,-0.57538597,-0.84883317,2.54682823,0.01302644,2.53380179
20090504,-2.27898391,-1.30899065,-2.02535755,4.43377664,0.01302644,4.4207502
20090505,0.58927255,0.28636811,-3.88680487,0.83295963,0.01302644,0.81993319
20090506,1.28320944,0.77914127,1.32809786,-1.01794314,0.01302644,-1.03096958
20090507,-0.45412872,-0.13931186,-2.11448549,1.82300041,0.01302644,1.80997397
20090508,1.43783043,0.66793554,-0.25622368,-1.04900904,0.01236761,-1.06137665
20090511,0.4953585,0.50274181,1.37482207,-1.73058237,0.01236761,-1.74294998
20090512,-1.83811412,-1.29859067,-0.33948327,2.62829965,0.01236761,2.61593204
20090513,0.57758729,0.35993488,-0.11401375,-0.90633419,0.01236761,-0.9187018
20090514,0.87963987,0.19374034,-1.14584666,-0.34026328,0.01236761,-0.35263089
20090515,-0.81865625,-0.36020143,-0.7677687,1.49218517,0.01287152,1.47931365
20090518,-9.62734152,-6.97101258,-5.34919555,14.93471869,0.01287152,14.92184717
20090519,0.4698634,0.01124182,-6.0194077,1.19381762,0.01287152,1.1809461
20090520,6.05526794,3.29712607,-4.44408503,1.77096772,0.01287152,1.7580962
20090521,3.44561597,3.2665463,-0.60028595,0.10544051,0.01287152,0.09256899
20090522,2.18660934,1.00109433,-0.96603467,1.1270064,0.01287152,1.11413488
20090525,3.41581544,3.25652022,-1.74514032,1.59828128,0.01287152,1.58540976
20090526,0.18382107,0.64927996,1.22796996,-2.69309015,0.01287152,-2.70596167
20090527,-0.6874704,0.04393526,-2.40108093,3.93615262,0.01287152,3.9232811
20090528,-0.33450664,0.65131525,0.15022782,1.20441366,0.01287152,1.19154214
20090529,0.05247879,-0.37168173,-1.42592145,2.62738781,0.01302644,2.61436137
20090601,1.26119317,0.26772644,-2.73594507,2.13688217,0.01302644,2.12385573
20090602,1.02933587,0.70873149,-0.52654238,-0.2110537,0.01302644,-0.22408014
20090603,1.82998864,1.23041596,-2.56666392,0.53790642,0.01302644,0.52487998
20090604,0.6419676,0.18136455,-0.97285351,1.74274987,0.01302644,1.72972343
20090605,-0.51325748,-0.03436035,0.89599279,0.33494426,0.01318131,0.32176295
20090608,-0.5846417,-0.91311574,3.68625011,-3.87462103,0.01318131,-3.88780234
20090609,-1.67207238,-2.01587939,-1.177392,2.907832,0.01318131,2.89465069
20090610,-1.87202538,-1.84334842,0.6864675,1.54820051,0.01318131,1.5350192
20090611,-0.34356428,-0.09917657,-0.23034663,-0.68442464,0.01318131,-0.69760595
20090612,-0.54990405,-0.3733534,1.52332313,-1.2733559,0.01318131,-1.28653721
20090615,-0.61807084,-0.36292828,1.77813784,-1.82761089,0.01318131,-1.8407922
20090616,-0.35228473,-0.17908463,-1.4296079,1.37632263,0.01318131,1.36314132
20090617,0.95741151,0.82965161,1.36437289,-3.63752289,0.01318131,-3.6507042
20090618,-1.02573678,-0.6830325,2.12493404,-2.58251004,0.01318131,-2.59569135
20090619,-0.87550507,-0.88159275,-0.58295268,1.08782582,0.01318131,1.07464451
20090622,0.79931619,0.73092031,0.46693376,-1.48718502,0.01318131,-1.50036633
20090623,-0.38304668,-0.76608829,1.01890918,0.52717155,0.01318131,0.51399024
20090624,0.74684518,0.50967841,-1.19623764,1.19378111,0.01318131,1.1805998
20090625,0.864183,0.563936,-0.4321853,-0.84338306,0.01318131,-0.85656437
20090626,-1.26054055,-1.04290296,-0.58777908,2.32338144,0.01302644,2.310355
20090629,0.17445884,-0.13239986,-0.67399733,1.11702093,0.01302644,1.10399449
20090630,0.10439929,0.34964399,2.42570438,-2.39317391,0.01302644,-2.40620035
20090701,-1.11322133,-0.62113042,0.18193624,1.05955444,0.01302644,1.046528
20090702,0.08033851,0.09055686,0.12567033,0.60559764,0.01302644,0.5925712
20090703,-1.05018583,-0.42925851,0.00607174,1.02919961,0.01221243,1.01698718
20090706,2.35735906,1.30460202,0.54380505,-5.19563438,0.01221243,-5.20784681
20090707,-0.5379286,-0.85716954,0.91571587,-0.02074812,0.01221243,-0.03296055
20090708,-0.21996669,0.23926126,2.36020104,-2.58616274,0.01221243,-2.59837517
20090709,-0.67690783,-0.58053679,-0.0606381,0.39052577,0.01221243,0.37831334
20090710,0.37546941,0.29248838,0.92826684,-1.8265235,0.01271654,-1.83924004
20090713,-1.51641128,-0.96362504,1.01487552,-1.69923383,0.01271654,-1.71195037
20090714,-0.04043373,0.21839769,-1.26148921,3.58403477,0.01271654,3.57131823
20090715,0.10374237,-0.01300521,-0.73258891,3.8124447,0.01271654,3.79972816
20090716,0.68627496,0.20068118,-0.53518902,0.2990996,0.01271654,0.28638306
20090717,-1.19521582,-1.00091226,-0.12276615,2.97710104,0.01287152,2.96422952
20090720,-0.90817436,-1.22666634,-0.83192274,2.43386017,0.01287152,2.42098865
20090721,1.43336828,1.39206817,0.04620417,-0.71724235,0.01287152,-0.73011387
20090722,1.09395844,0.63719788,0.8767995,-0.97326869,0.01287152,-0.98614021
20090723,-0.29378613,-0.53581719,-1.47474591,2.21099164,0.01287152,2.19812012
20090724,1.28764972,1.15313755,-1.32537253,1.1072624,0.01287152,1.09439088
20090727,1.08214713,0.75410611,-0.73845097,0.55872038,0.01287152,0.54584886
20090728,1.27682623,0.25372676,-1.15116567,0.46787253,0.01287152,0.45500101
20090729,-0.09528445,0.3921068,1.00233307,-1.16236041,0.01287152,-1.17523193
20090730,-0.50911428,0.04016827,0.11559368,0.90737366,0.01287152,0.89450214
20090731,-1.06700607,-0.69349971,0.19887897,1.08687485,0.01271654,1.07415831
20090803,0.17520934,0.80553933,-1.05414018,1.51020473,0.01271654,1.49748819
20090804,0.71008486,1.14953362,0.20699837,-0.39052662,0.01271654,-0.40324316
20090805,0.85779648,0.91877582,-0.01060122,0.60919428,0.01271654,0.59647774
20090806,0.94799911,1.48263629,0.67238088,-2.05281417,0.01271654,-2.06553071
20090807,0.42652418,0.53713355,1.30428229,-2.12160148,0.01287152,-2.134473
20090810,0.13467995,0.64125617,0.41971855,-1.17161289,0.01287152,-1.18448441
20090811,-0.21034029,-0.00135096,-0.55523927,0.57670437,0.01287152,0.56383285
20090812,1.06536176,0.75225362,-0.19359357,-0.19324903,0.01287152,-0.20612055
20090813,0.23447795,0.74247171,-1.59994518,3.22967253,0.01287152,3.21680101
20090814,0.16425694,-0.014254,-0.04882726,-0.20977648,0.01318131,-0.22295779
20090817,1.37999474,1.01421032,1.50672808,-3.68543105,0.01318131,-3.69861236
20090818,-0.26032285,-0.4118154,-0.46725778,1.66076228,0.01318131,1.64758097
20090819,1.08984787,0.54029818,0.4865491,-1.5475351,0.01318131,-1.56071641
20090820,-0.36074614,-0.33215598,-0.11487374,1.16440265,0.01318131,1.15122134
20090821,0.15185272,0.11544216,-0.3516083,1.32754131,0.01318131,1.31436
20090824,0.55007428,0.04177261,-1.50281865,2.12224558,0.01318131,2.10906427
20090825,1.20655023,0.46092821,-1.30360532,0.46047129,0.01318131,0.44728998
20090826,1.33108923,0.6168724,-1.60711829,0.86551774,0.01318131,0.85233643
20090827,0.57574042,0.78877484,0.3111786,0.30958289,0.01318131,0.29640158
20090828,-0.1729749,-0.43357092,-0.68814054,0.84504029,0.01333611,0.83170418
20090831,1.16737819,1.18345579,-0.7553757,-0.49770087,0.01333611,-0.51103698
20090901,-0.05049395,0.31866691,0.36364583,-1.05277357,0.01333611,-1.06610968
20090902,-0.165748,-0.00161955,0.27529431,-0.30469249,0.01333611,-0.3180286
20090903,0.3674061,0.39885564,-0.57713269,-0.10802046,0.01333611,-0.12135657
20090904,-0.36681195,-0.01125854,-0.05194823,1.28230011,0.01333611,1.268964
20090907,0.05986692,0.43786486,-1.02033089,2.34031773,0.01333611,2.32698162
20090908,-0.50867192,0.10427418,0.20349082,0.15063113,0.01333611,0.13729502
20090909,0.35675015,0.58555114,-0.05629094,-0.03470808,0.01333611,-0.04804419
20090910,-0.66979615,0.00360636,0.58997604,-0.09449849,0.01333611,-0.1078346
20090911,-0.76808361,-0.47767897,0.76730183,0.31757085,0.01333611,0.30423474
20090914,0.10094281,0.28949935,0.53471901,0.23062736,0.01333611,0.21729125
20090915,-0.42989855,-0.09040529,-0.4326078,1.38018041,0.01333611,1.3668443
20090916,-0.61290758,0.21874195,-0.20576789,1.05010759,0.01333611,1.03677148
20090917,0.09911534,0.13121162,0.54046893,-0.00595659,0.01333611,-0.0192927
20090918,0.24651537,-0.16770209,-0.44122154,0.38566788,0.01333611,0.37233177
20090922,0.3853606,0.42403834,-0.15598472,0.66991857,0.01333611,0.65658246
20090923,-0.34424231,0.05046631,0.99278909,-0.94116749,0.01333611,-0.9545036
20090924,0.04214997,0.23266886,0.6850024,0.38291039,0.01333611,0.36957428
20090925,1.05712656,0.65047644,-0.71627879,-0.01290529,0.01333611,-0.0262414
20090929,0.49805275,0.12813213,0.45420193,0.6958006,0.01333611,0.68246449
20090930,-0.83133058,-0.22959478,0.3901193,1.11422479,0.01333611,1.10088868
20091001,0.17732497,-0.72233089,-0.18120682,0.13849444,0.01236761,0.12612683
20091005,1.05576261,-1.52886757,-0.02542555,-1.75036175,0.01236761,-1.76272936
20091006,-0.90215039,-0.05043271,2.07650741,-0.11752725,0.01236761,-0.12989486
20091007,0.21802593,0.1483444,0.43281576,0.07949023,0.01236761,0.06712262
20091008,-0.62493017,0.43776618,0.93275976,0.39855593,0.01236761,0.38618832
20091009,0.21603202,-0.09712111,-0.37628617,-0.7680058,0.01271654,-0.78072234
20091012,-0.29469699,-0.41571998,0.10945184,1.59029331,0.01271654,1.57757677
20091014,-0.3093356,0.8767631,1.61779297,1.44042242,0.01271654,1.42770588
20091015,0.22912381,-0.06573793,0.29709669,0.19988237,0.01271654,0.18716583
20091016,-0.54697201,0.20068416,-0.0873625,0.7111191,0.01271654,0.69840256
20091017,1.00545617,0.36676068,-0.18882498,0.42730526,0.01271654,0.41458872
20091020,-0.34684461,1.48033801,0.63849304,-0.34851527,0.01271654,-0.36123181
20091021,1.31037064,0.07862017,0.05778597,-0.89530278,0.01271654,-0.90801932
20091022,0.27749589,-0.49618977,0.045695,-1.47104466,0.01271654,-1.4837612
20091023,-0.34216552,0.42928433,0.43936897,0.29787198,0.01271654,0.28515544
20091026,0.35945,-0.79675098,0.52590423,-0.99886114,0.01271654,-1.01157768
20091027,0.60163935,-2.18607738,1.20873782,-2.77693669,0.01271654,-2.78965323
20091028,0.03236284,-0.4740357,0.89606416,-0.29879632,0.01271654,-0.31151286
20091029,1.34952427,-1.32724563,0.61519956,-1.61817986,0.01271654,-1.6308964
20091030,-0.11557758,-0.10773991,1.06282073,-0.78701477,0.01271654,-0.79973131
20091103,1.08787094,-2.60905365,-1.47672657,-3.27736319,0.01271654,-3.29007973
20091104,-2.9455498,1.90994345,1.15774293,2.82350358,0.01271654,2.81078704
20091105,-0.90453838,0.97454796,0.13061209,1.61104898,0.01271654,1.59833244
20091106,0.51580255,0.03217073,2.08021837,1.92275133,0.01287152,1.90987981
20091109,-0.63695344,0.92756549,1.78193545,1.9689945,0.01287152,1.95612298
20091110,0.29443917,-0.63169213,2.08690137,0.33876346,0.01287152,0.32589194
20091111,-1.52097984,0.84381008,0.7967049,2.24491553,0.01287152,2.23204401
20091112,1.23611466,-0.66984236,-1.06128818,-1.16759423,0.01287152,-1.18046575
20091113,-0.26598815,-0.05990273,0.04776805,0.58926498,0.01287152,0.57639346
20091116,-0.38367225,0.97648065,0.41722644,1.11923415,0.01287152,1.10636263
20091117,0.48152139,0.24860245,0.52540316,-0.03807979,0.01287152,-0.05095131
20091118,0.36877733,0.76019613,0.24160212,0.09218506,0.01287152,0.07931354
20091119,0.95528268,-0.81302105,-0.47635287,-1.2701887,0.01287152,-1.28306022
20091120,-1.05848428,0.72867359,0.54130042,0.83491544,0.01287152,0.82204392
20091123,0.25921369,-0.51609334,0.76812368,0.77324207,0.01287152,0.76037055
20091124,0.52455669,0.03943748,-0.3024959,-0.1520363,0.01287152,-0.16490782
20091125,-0.07316026,-0.1939501,0.25135336,0.26236321,0.01287152,0.24949169
20091126,0.82032579,-0.31706441,-0.80333226,-1.44066029,0.01287152,-1.45353181
20091127,-0.57247266,-0.55671223,-0.95352379,-1.38265419,0.01287152,-1.39552571
20091130,-0.10079953,0.50483493,-0.04110709,1.80725519,0.01287152,1.79438367
20091201,-0.18699041,0.85440702,0.51447423,1.70194474,0.01287152,1.68907322
20091202,-0.06704619,0.88588308,0.48231341,0.17472095,0.01287152,0.16184943
20091203,0.30834638,0.35169625,-0.08832656,0.59317861,0.01287152,0.58030709
20091204,0.69584921,0.0581984,-0.11596856,-0.19280521,0.01302644,-0.20583165
20091207,1.20720126,-0.67424294,-0.58155862,-0.86340331,0.01302644,-0.87642975
20091208,-0.42076896,0.49806182,-0.50507911,1.2830523,0.01302644,1.27002586
20091209,1.56710763,-0.55084029,-0.5310957,-0.21059494,0.01302644,-0.22362138
20091210,-0.00504466,0.71917738,-0.68417492,0.38274615,0.01302644,0.36971971
20091211,0.18563322,-0.47892397,0.10127824,-0.45265725,0.01333611,-0.46599336
20091214,0.19879447,-0.61452267,1.10725524,-0.05727447,0.01333611,-0.07061058
20091215,-0.08873328,0.44119168,-0.36671825,-1.41505755,0.01333611,-1.42839366
20091216,-0.06227357,0.45675586,-0.03228536,0.09155446,0.01333611,0.07821835
20091217,0.45353614,0.05885386,0.40925169,0.29290976,0.01333611,0.27957365
20091218,0.67396374,-0.43340314,-0.00930091,-0.79409629,0.01441808,-0.80851437
20091221,0.97198364,-0.91778672,0.05721543,-0.48429287,0.01441808,-0.49871095
20091222,-0.88745175,0.6739784,-0.45229192,1.0179342,0.01441808,1.00351612
20091223,-1.79222346,1.10981627,-0.25501312,2.34688109,0.01441808,2.33246301
20091224,-0.4228185,0.75436783,0.34584183,0.53860975,0.01472667,0.52388308
20091229,0.36735235,0.72891056,-0.28281615,0.29869099,0.01472667,0.28396432
20091230,0.94658878,0.38967226,0.13686614,-0.0172111,0.01472667,-0.03193777
20091231,0.42080823,-0.23570543,0.14083422,0.51116532,0.01472667,0.49643865
20100104,0.67667302,0.39338076,0.20503436,0.96716186,0.01441808,0.95274378
20100105,-1.78741158,2.65083056,0.21994987,1.07564577,0.01441808,1.06122769
20100106,0.49011506,-0.19211254,-0.5488106,0.22840884,0.01441808,0.21399076
20100107,0.6817443,0.84128745,-0.56591072,-0.1987605,0.01441808,-0.21317858
20100108,0.83226999,0.46865186,-0.69405864,0.05602843,0.01441808,0.04161035
20100111,0.99239453,0.57188492,-0.31813526,0.69041019,0.01441808,0.67599211
20100112,0.71754663,-1.1467064,0.97835815,-0.92111197,0.01441808,-0.93553005
20100113,0.07612021,0.33129947,0.45457533,0.55315262,0.01441808,0.53873454
20100114,0.76791829,0.10635566,-0.14480895,0.76798307,0.01441808,0.75356499
20100115,-0.04074624,-0.39289161,0.88754105,0.61300464,0.01491943,0.59808521
20100118,-0.26373808,0.15329434,0.83037846,0.8211708,0.01491943,0.80625137
20100119,0.38784041,-0.80153056,0.83849427,-0.4856278,0.01491943,-0.50054723
20100120,-0.10897206,0.56886139,-0.32230232,-0.40302487,0.01491943,-0.4179443
20100121,-0.14989787,-0.37646549,-0.03977021,-2.53262669,0.01491943,-2.54754612
20100122,-0.09805315,-0.74214847,0.31948153,-0.66260675,0.01538166,-0.67798841
20100125,0.41021046,-0.39025251,-0.73514415,-0.72276225,0.01538166,-0.73814391
20100127,-0.41353422,-1.26730006,-0.92431475,-3.66619567,0.01538166,-3.68157733
20100128,-0.43102423,-1.36744446,0.54057288,0.32228781,0.01538166,0.30690615
20100129,-0.1367612,0.48533126,0.45562603,0.46628593,0.01568952,0.45059641
20100201,1.26475079,0.18447226,0.20000866,1.08556962,0.01568952,1.0698801
20100202,0.67555055,0.32391552,-0.40491522,-1.33069117,0.01568952,-1.34638069
20100203,-1.27223766,0.25929809,0.67433331,1.71623751,0.01568952,1.70054799
20100204,1.22332151,-1.99611123,-0.96170348,-1.5641372,0.01568952,-1.57982672
20100205,0.26846301,-1.10028916,-0.55886743,-2.81764039,0.01599714,-2.83363753
20100206,0.10074444,0.82828243,0.46491709,1.05709262,0.01599714,1.04109548
20100208,0.31447946,-0.77722542,-0.24391288,0.05226478,0.01599714,0.03626764
20100209,0.11359678,-0.96237056,0.60456883,1.01882146,0.01599714,1.00282432
20100210,0.26773768,0.87056964,0.19934813,-0.5743124,0.01599714,-0.59030954
20100211,-0.23603712,0.06131718,0.54722257,0.93435294,0.01599714,0.9183558
20100215,0.47955509,0.08731284,0.76619474,-0.66901203,0.01599714,-0.68500917
20100216,-1.19003604,0.90416781,0.81757206,0.8937178,0.01599714,0.87772066
20100217,-1.10072074,1.0804507,0.4731269,0.88358736,0.01599714,0.86759022
20100218,0.13602215,0.08256106,-0.24503968,-0.65155789,0.01599714,-0.66755503
20100219,-0.23284709,-0.21160283,-0.35277173,-1.02827715,0.01615086,-1.04442801
20100222,-1.15341106,0.18486022,0.34033319,-0.40424567,0.01615086,-0.42039653
20100223,-0.87687919,-0.17128786,0.21745998,-0.22502258,0.01615086,-0.24117344
20100224,-0.34255212,-0.27567909,0.05315722,-0.24110618,0.01615086,-0.25725704
20100225,0.25729987,-0.26717338,0.24398722,-0.17995527,0.01615086,-0.19610613
20100226,-1.18638619,1.42157266,1.06273,1.25618772,0.01615086,1.24003686
20100302,-0.39948556,0.74118539,1.29208773,1.54740292,0.01615086,1.53125206
20100303,0.03222614,0.21301357,0.11077272,1.27949086,0.01615086,1.26334
20100304,0.50651964,0.40109799,0.70404238,0.34561612,0.01615086,0.32946526
20100305,0.66362608,-0.06491408,-0.51274389,0.21094418,0.01645813,0.19448605
20100308,0.43850466,0.21066221,0.21584033,0.44610955,0.01645813,0.42965142
20100309,0.33867162,-0.4585049,-0.19901778,-0.82114889,0.01645813,-0.83760702
20100310,0.06050453,-0.12717928,0.11324351,0.02905506,0.01645813,0.01259693
20100311,-0.19053677,-0.62067321,-0.13270108,-0.0767582,0.01645813,-0.09321633
20100312,-0.89643399,0.63932493,0.29082277,-0.1243663,0.01695694,-0.14132324
20100315,-0.40112729,-0.07804684,-0.15517008,-0.50764399,0.01695694,-0.52460093
20100316,0.21172651,0.34834909,-0.0861254,0.85588751,0.01695694,0.83893057
20100317,-0.95152829,-0.13185563,0.99925089,0.80948096,0.01695694,0.79252402
20100318,-0.33410038,0.64346387,0.01967404,0.06657484,0.01695694,0.0496179
20100319,0.27216754,-0.19301363,-0.26546903,0.34920759,0.0172636,0.33194399
20100322,0.99500006,-0.92014816,-0.57453838,-0.97262205,0.0172636,-0.98988565
20100323,0.29908486,0.00881865,-0.05467148,0.10508738,0.0172636,0.08782378
20100325,-0.95111828,1.2952345,0.04087037,0.12969662,0.0172636,0.11243302
20100326,-0.50687805,-0.00192236,0.25393134,0.30759522,0.0172636,0.29033162
20100329,-1.34329684,0.83636471,-0.41109495,0.05628484,0.0172636,0.03902124
20100330,0.88008881,0.18832754,-0.2682661,0.02582469,0.0172636,0.00856109
20100331,0.72705817,0.12055817,-0.02795447,0.04554369,0.0171103,0.02843339
20100401,1.18112248,0.78789922,0.63702843,0.88907867,0.0171103,0.87196837
20100405,0.09434553,1.30042431,0.05535494,1.27119088,0.0171103,1.25408058
20100406,-0.39335576,1.06109829,-0.02489581,0.21672583,0.0171103,0.19961553
20100407,0.13847799,0.72210172,0.01871685,0.40902502,0.0171103,0.39191472
20100408,1.20186983,-0.78416954,0.27748298,-0.98125567,0.0171103,-0.99836597
20100409,0.14624071,0.33483867,-0.18901752,0.68121361,0.01553562,0.66567799
20100412,1.15719475,-0.09853784,0.21298954,-0.29602318,0.01553562,-0.3115588
20100413,0.30766019,-0.26837315,0.32526304,-0.17976711,0.01553562,-0.19530273
20100415,0.29226589,-0.16951905,-0.00376247,-0.54373717,0.01553562,-0.55927279
20100416,0.20997341,-0.05634002,0.04666619,-0.39166975,0.01661168,-0.40828143
20100419,-1.05965319,1.149108,0.24703318,-1.17339222,0.01661168,-1.1900039
20100420,0.48128307,0.35418271,0.47498733,0.91942137,0.01661168,0.90280969
20100421,0.91615474,-0.18588374,0.38534678,0.61309294,0.01661168,0.59648126
20100422,0.20295781,-0.04860272,-0.27291505,0.18703017,0.01661168,0.17041849
20100423,0.25747618,-0.22531318,0.19001235,0.21375493,0.01630453,0.1974504
